source,target,type
82,118,undirected
152,232,undirected
59,60,undirected
90,152,undirected
95,174,undirected
67,118,undirected
125,174,undirected
219,301,undirected
159,299,undirected
13,18,undirected
267,283,undirected
112,293,undirected
212,230,undirected
92,143,undirected
217,301,undirected
261,274,undirected
162,212,undirected
167,248,undirected
10,13,undirected
261,269,undirected
217,296,undirected
181,188,undirected
182,246,undirected
8,37,undirected
112,182,undirected
112,166,undirected
112,157,undirected
258,263,undirected
118,310,undirected
147,325,undirected
233,255,undirected
13,21,undirected
99,147,undirected
90,166,undirected
144,169,undirected
219,276,undirected
67,307,undirected
201,318,undirected
1,8,undirected
213,261,undirected
162,221,undirected
152,230,undirected
261,278,undirected
162,243,undirected
131,212,undirected
201,205,undirected
182,297,undirected
119,131,undirected
152,210,undirected
179,218,undirected
258,299,undirected
185,201,undirected
216,225,undirected
249,255,undirected
118,129,undirected
47,94,undirected
79,118,undirected
75,166,undirected
177,311,undirected
94,201,undirected
147,182,undirected
177,182,undirected
174,201,undirected
45,63,undirected
65,75,undirected
176,256,undirected
147,179,undirected
152,305,undirected
109,293,undirected
230,240,undirected
119,261,undirected
179,301,undirected
239,262,undirected
96,162,undirected
301,311,undirected
179,232,undirected
255,283,undirected
302,310,undirected
131,230,undirected
94,255,undirected
152,297,undirected
222,255,undirected
72,146,undirected
118,305,undirected
261,294,undirected
143,230,undirected
150,248,undirected
147,232,undirected
65,112,undirected
131,306,undirected
219,253,undirected
125,131,undirected
152,176,undirected
147,159,undirected
292,301,undirected
45,47,undirected
198,258,undirected
40,45,undirected
206,261,undirected
182,261,undirected
146,179,undirected
132,255,undirected
152,261,undirected
96,147,undirected
90,112,undirected
67,292,undirected
147,320,undirected
67,219,undirected
261,273,undirected
293,303,undirected
41,166,undirected
92,179,undirected
112,161,undirected
176,233,undirected
118,240,undirected
119,150,undirected
220,226,undirected
101,129,undirected
59,83,undirected
128,133,undirected
217,283,undirected
166,173,undirected
92,146,undirected
101,221,undirected
162,248,undirected
65,258,undirected
118,139,undirected
261,307,undirected
91,147,undirected
284,299,undirected
95,152,undirected
146,161,undirected
51,118,undirected
217,261,undirected
276,297,undirected
219,297,undirected
94,109,undirected
230,298,undirected
146,310,undirected
147,212,undirected
233,261,undirected
118,202,undirected
176,261,undirected
46,50,undirected
233,262,undirected
144,150,undirected
176,221,undirected
81,85,undirected
13,17,undirected
182,301,undirected
201,293,undirected
100,161,undirected
123,302,undirected
150,167,undirected
139,230,undirected
174,292,undirected
110,152,undirected
301,310,undirected
119,311,undirected
118,125,undirected
315,317,undirected
202,221,undirected
312,313,undirected
137,152,undirected
94,99,undirected
147,258,undirected
118,299,undirected
190,230,undirected
250,274,undirected
118,261,undirected
293,311,undirected
266,272,undirected
261,301,undirected
273,325,undirected
67,79,undirected
311,325,undirected
182,253,undirected
91,179,undirected
112,146,undirected
112,123,undirected
53,82,undirected
182,189,undirected
67,177,undirected
261,267,undirected
147,322,undirected
166,167,undirected
147,324,undirected
233,293,undirected
162,261,undirected
179,293,undirected
67,233,undirected
67,172,undirected
313,329,undirected
166,217,undirected
226,261,undirected
174,310,undirected
67,232,undirected
109,301,undirected
144,183,undirected
47,201,undirected
146,166,undirected
45,166,undirected
261,297,undirected
230,256,undirected
230,273,undirected
131,258,undirected
72,118,undirected
149,157,undirected
232,240,undirected
109,182,undirected
261,309,undirected
232,310,undirected
246,255,undirected
118,144,undirected
74,116,undirected
129,221,undirected
112,144,undirected
1,2,undirected
152,202,undirected
144,181,undirected
254,262,undirected
183,203,undirected
152,288,undirected
43,67,undirected
216,232,undirected
61,62,undirected
166,251,undirected
273,284,undirected
80,176,undirected
147,201,undirected
253,261,undirected
80,101,undirected
137,139,undirected
123,255,undirected
118,176,undirected
148,158,undirected
313,316,undirected
201,245,undirected
112,174,undirected
161,248,undirected
129,255,undirected
306,310,undirected
109,311,undirected
118,131,undirected
183,293,undirected
91,177,undirected
202,230,undirected
232,311,undirected
144,168,undirected
263,311,undirected
92,182,undirected
26,33,undirected
147,284,undirected
239,255,undirected
47,316,undirected
119,255,undirected
179,217,undirected
152,263,undirected
123,179,undirected
182,239,undirected
203,245,undirected
62,63,undirected
120,182,undirected
301,305,undirected
56,59,undirected
128,142,undirected
47,147,undirected
112,203,undirected
179,307,undirected
261,290,undirected
233,275,undirected
162,307,undirected
67,167,undirected
177,261,undirected
263,276,undirected
198,206,undirected
214,248,undirected
189,230,undirected
229,233,undirected
197,248,undirected
17,20,undirected
7,13,undirected
261,310,undirected
179,306,undirected
313,326,undirected
217,239,undirected
8,26,undirected
106,140,undirected
72,96,undirected
182,201,undirected
261,271,undirected
174,221,undirected
327,330,undirected
95,109,undirected
202,261,undirected
131,167,undirected
255,310,undirected
131,172,undirected
216,262,undirected
109,221,undirected
177,292,undirected
152,256,undirected
123,261,undirected
230,263,undirected
184,293,undirected
67,296,undirected
192,222,undirected
91,119,undirected
174,301,undirected
109,144,undirected
85,97,undirected
94,179,undirected
123,152,undirected
167,232,undirected
83,85,undirected
255,299,undirected
166,203,undirected
183,253,undirected
150,301,undirected
90,94,undirected
217,281,undirected
230,311,undirected
65,166,undirected
256,299,undirected
112,255,undirected
166,176,undirected
47,255,undirected
182,216,undirected
182,226,undirected
167,172,undirected
203,263,undirected
76,98,undirected
6,8,undirected
203,246,undirected
150,230,undirected
174,311,undirected
49,60,undirected
150,292,undirected
176,306,undirected
112,125,undirected
110,162,undirected
179,261,undirected
65,74,undirected
219,274,undirected
72,177,undirected
311,324,undirected
99,176,undirected
169,201,undirected
166,182,undirected
91,109,undirected
48,49,undirected
150,258,undirected
111,152,undirected
53,166,undirected
313,331,undirected
267,271,undirected
26,47,undirected
118,233,undirected
261,279,undirected
5,8,undirected
240,261,undirected
13,20,undirected
112,159,undirected
109,112,undirected
221,261,undirected
94,230,undirected
75,108,undirected
94,299,undirected
174,212,undirected
249,260,undirected
8,67,undirected
166,261,undirected
147,321,undirected
144,213,undirected
230,232,undirected
168,261,undirected
166,232,undirected
37,38,undirected
91,150,undirected
152,170,undirected
219,245,undirected
95,221,undirected
166,263,undirected
307,311,undirected
225,262,undirected
263,293,undirected
146,172,undirected
219,313,undirected
266,267,undirected
118,216,undirected
109,306,undirected
248,250,undirected
305,307,undirected
218,235,undirected
106,118,undirected
183,224,undirected
182,207,undirected
100,111,undirected
119,179,undirected
230,293,undirected
159,258,undirected
132,152,undirected
45,62,undirected
65,183,undirected
144,176,undirected
101,112,undirected
106,166,undirected
261,308,undirected
118,147,undirected
177,179,undirected
296,303,undirected
94,176,undirected
102,182,undirected
219,261,undirected
55,144,undirected
133,182,undirected
95,255,undirected
143,152,undirected
50,61,undirected
230,300,undirected
182,284,undirected
182,219,undirected
203,293,undirected
152,179,undirected
131,307,undirected
182,311,undirected
193,201,undirected
123,273,undirected
112,118,undirected
82,166,undirected
47,172,undirected
151,201,undirected
8,201,undirected
131,305,undirected
91,146,undirected
145,182,undirected
242,251,undirected
162,179,undirected
23,24,undirected
230,307,undirected
143,310,undirected
182,221,undirected
126,161,undirected
153,203,undirected
67,152,undirected
150,202,undirected
161,167,undirected
67,293,undirected
173,261,undirected
131,189,undirected
92,255,undirected
123,299,undirected
220,261,undirected
71,112,undirected
41,53,undirected
169,213,undirected
174,248,undirected
118,276,undirected
182,307,undirected
197,201,undirected
217,263,undirected
153,166,undirected
292,297,undirected
119,177,undirected
118,182,undirected
112,212,undirected
94,146,undirected
172,225,undirected
144,233,undirected
47,83,undirected
101,176,undirected
85,261,undirected
152,233,undirected
177,201,undirected
45,58,undirected
133,261,undirected
152,186,undirected
217,299,undirected
293,296,undirected
237,255,undirected
261,284,undirected
305,311,undirected
181,258,undirected
218,261,undirected
147,310,undirected
201,219,undirected
94,258,undirected
219,248,undirected
150,159,undirected
127,152,undirected
123,166,undirected
131,255,undirected
217,230,undirected
96,177,undirected
230,239,undirected
50,67,undirected
201,233,undirected
71,118,undirected
78,118,undirected
232,299,undirected
101,255,undirected
95,162,undirected
67,161,undirected
255,261,undirected
39,65,undirected
109,176,undirected
159,162,undirected
1,4,undirected
162,217,undirected
169,203,undirected
67,109,undirected
67,182,undirected
105,167,undirected
202,217,undirected
83,104,undirected
203,311,undirected
169,248,undirected
181,261,undirected
255,272,undirected
255,259,undirected
112,176,undirected
55,62,undirected
146,261,undirected
255,306,undirected
147,230,undirected
144,216,undirected
80,177,undirected
131,301,undirected
142,225,undirected
119,147,undirected
137,161,undirected
256,296,undirected
112,201,undirected
65,201,undirected
182,313,undirected
299,310,undirected
67,111,undirected
146,292,undirected
9,11,undirected
118,321,undirected
47,313,undirected
25,26,undirected
179,255,undirected
124,138,undirected
44,67,undirected
159,219,undirected
217,222,undirected
146,176,undirected
47,59,undirected
219,250,undirected
133,293,undirected
106,120,undirected
176,299,undirected
229,254,undirected
255,311,undirected
46,55,undirected
13,15,undirected
197,261,undirected
4,26,undirected
53,67,undirected
118,230,undirected
131,201,undirected
144,248,undirected
176,218,undirected
150,179,undirected
65,66,undirected
172,263,undirected
248,292,undirected
47,144,undirected
152,172,undirected
293,310,undirected
118,161,undirected
45,65,undirected
150,299,undirected
112,306,undirected
255,298,undirected
174,176,undirected
144,166,undirected
281,283,undirected
94,261,undirected
150,177,undirected
255,260,undirected
118,293,undirected
67,112,undirected
161,301,undirected
230,248,undirected
80,162,undirected
284,286,undirected
118,284,undirected
216,296,undirected
221,300,undirected
66,87,undirected
101,230,undirected
166,250,undirected
147,305,undirected
230,295,undirected
125,221,undirected
125,170,undirected
147,202,undirected
65,263,undirected
147,260,undirected
65,169,undirected
118,189,undirected
321,325,undirected
142,172,undirected
293,309,undirected
36,38,undirected
232,285,undirected
32,33,undirected
286,293,undirected
47,182,undirected
177,301,undirected
224,242,undirected
213,253,undirected
123,147,undirected
318,319,undirected
93,118,undirected
118,153,undirected
266,286,undirected
118,162,undirected
73,90,undirected
152,177,undirected
132,174,undirected
255,286,undirected
152,161,undirected
147,273,undirected
68,96,undirected
8,27,undirected
255,256,undirected
118,218,undirected
221,243,undirected
109,310,undirected
167,219,undirected
154,171,undirected
313,315,undirected
162,310,undirected
162,218,undirected
182,191,undirected
165,201,undirected
166,255,undirected
166,246,undirected
8,13,undirected
56,60,undirected
142,229,undirected
313,314,undirected
47,166,undirected
223,230,undirected
221,325,undirected
198,261,undirected
287,299,undirected
143,299,undirected
177,202,undirected
293,305,undirected
94,172,undirected
232,301,undirected
8,118,undirected
176,296,undirected
119,162,undirected
217,218,undirected
255,305,undirected
255,292,undirected
167,261,undirected
116,151,undirected
182,217,undirected
172,179,undirected
179,230,undirected
166,206,undirected
167,189,undirected
138,183,undirected
218,299,undirected
144,293,undirected
150,325,undirected
150,174,undirected
316,317,undirected
149,255,undirected
150,311,undirected
123,131,undirected
147,217,undirected
118,263,undirected
225,258,undirected
71,77,undirected
197,246,undirected
67,90,undirected
201,228,undirected
183,246,undirected
246,258,undirected
118,159,undirected
217,221,undirected
261,276,undirected
118,250,undirected
176,217,undirected
266,271,undirected
119,321,undirected
162,219,undirected
150,166,undirected
149,221,undirected
119,299,undirected
255,313,undirected
123,310,undirected
67,203,undirected
92,162,undirected
76,144,undirected
118,292,undirected
112,167,undirected
102,120,undirected
292,310,undirected
76,82,undirected
172,174,undirected
213,245,undirected
65,248,undirected
255,289,undirected
146,182,undirected
166,175,undirected
118,128,undirected
131,311,undirected
225,293,undirected
166,293,undirected
129,152,undirected
9,12,undirected
161,255,undirected
118,192,undirected
67,162,undirected
248,274,undirected
299,305,undirected
92,299,undirected
293,301,undirected
174,182,undirected
166,198,undirected
292,293,undirected
47,246,undirected
65,118,undirected
182,299,undirected
19,20,undirected
45,201,undirected
301,307,undirected
267,281,undirected
201,230,undirected
58,60,undirected
248,261,undirected
172,176,undirected
152,162,undirected
213,248,undirected
125,230,undirected
95,146,undirected
95,147,undirected
123,172,undirected
84,112,undirected
219,255,undirected
106,182,undirected
248,318,undirected
162,311,undirected
47,245,undirected
108,201,undirected
12,13,undirected
152,159,undirected
147,153,undirected
142,144,undirected
121,142,undirected
112,258,undirected
65,245,undirected
118,253,undirected
94,147,undirected
67,95,undirected
118,274,undirected
256,261,undirected
261,296,undirected
159,301,undirected
182,211,undirected
59,144,undirected
143,306,undirected
258,274,undirected
255,301,undirected
174,204,undirected
166,233,undirected
255,266,undirected
146,306,undirected
105,123,undirected
329,330,undirected
166,174,undirected
158,171,undirected
131,292,undirected
109,131,undirected
275,296,undirected
65,87,undirected
133,172,undirected
81,261,undirected
230,235,undirected
201,248,undirected
67,263,undirected
47,54,undirected
67,310,undirected
203,251,undirected
133,166,undirected
198,216,undirected
109,174,undirected
230,287,undirected
273,299,undirected
217,258,undirected
177,240,undirected
255,307,undirected
150,261,undirected
283,293,undirected
152,217,undirected
109,167,undirected
133,140,undirected
146,212,undirected
54,65,undirected
262,292,undirected
94,301,undirected
216,255,undirected
67,99,undirected
133,144,undirected
161,182,undirected
299,322,undirected
322,325,undirected
118,152,undirected
133,255,undirected
172,261,undirected
244,248,undirected
47,56,undirected
74,75,undirected
255,322,undirected
94,112,undirected
115,152,undirected
67,147,undirected
146,159,undirected
159,217,undirected
157,230,undirected
144,177,undirected
99,118,undirected
112,131,undirected
201,224,undirected
172,258,undirected
109,203,undirected
248,301,undirected
162,201,undirected
147,255,undirected
159,179,undirected
313,319,undirected
162,202,undirected
312,316,undirected
153,293,undirected
255,288,undirected
174,307,undirected
53,144,undirected
100,118,undirected
30,34,undirected
13,19,undirected
82,182,undirected
8,34,undirected
182,321,undirected
92,152,undirected
261,281,undirected
57,71,undirected
65,293,undirected
50,166,undirected
177,273,undirected
146,305,undirected
255,287,undirected
217,307,undirected
91,174,undirected
230,301,undirected
118,140,undirected
154,164,undirected
95,131,undirected
182,206,undirected
119,174,undirected
46,144,undirected
17,19,undirected
109,202,undirected
60,64,undirected
183,261,undirected
255,297,undirected
306,307,undirected
118,127,undirected
94,248,undirected
47,74,undirected
197,258,undirected
158,182,undirected
255,258,undirected
118,173,undirected
140,166,undirected
118,313,undirected
92,176,undirected
201,299,undirected
327,332,undirected
248,331,undirected
112,150,undirected
131,170,undirected
95,230,undirected
111,112,undirected
261,321,undirected
245,253,undirected
222,261,undirected
68,125,undirected
92,109,undirected
146,232,undirected
147,248,undirected
109,150,undirected
232,255,undirected
147,298,undirected
262,293,undirected
133,258,undirected
162,306,undirected
118,145,undirected
189,217,undirected
67,189,undirected
8,144,undirected
166,225,undirected
118,181,undirected
179,182,undirected
101,118,undirected
29,31,undirected
316,318,undirected
167,230,undirected
167,311,undirected
218,221,undirected
271,283,undirected
146,152,undirected
99,152,undirected
254,261,undirected
219,258,undirected
6,7,undirected
112,170,undirected
80,147,undirected
181,182,undirected
162,177,undirected
101,162,undirected
202,204,undirected
131,176,undirected
230,255,undirected
3,8,undirected
67,183,undirected
206,209,undirected
118,212,undirected
230,249,undirected
67,131,undirected
152,284,undirected
73,77,undirected
230,259,undirected
141,177,undirected
139,177,undirected
221,255,undirected
182,233,undirected
146,150,undirected
168,248,undirected
67,258,undirected
40,50,undirected
225,255,undirected
146,255,undirected
67,217,undirected
174,218,undirected
118,167,undirected
99,167,undirected
311,322,undirected
162,293,undirected
82,106,undirected
146,237,undirected
118,249,undirected
167,217,undirected
189,255,undirected
296,311,undirected
230,321,undirected
146,221,undirected
176,179,undirected
217,321,undirected
177,299,undirected
147,261,undirected
47,169,undirected
80,109,undirected
162,167,undirected
102,107,undirected
230,305,undirected
232,248,undirected
167,310,undirected
183,245,undirected
182,192,undirected
47,67,undirected
182,255,undirected
153,261,undirected
166,292,undirected
166,253,undirected
172,299,undirected
162,172,undirected
112,149,undirected
91,95,undirected
182,296,undirected
150,221,undirected
197,213,undirected
150,310,undirected
219,232,undirected
58,83,undirected
47,86,undirected
248,299,undirected
160,182,undirected
109,162,undirected
91,230,undirected
255,263,undirected
204,218,undirected
142,198,undirected
248,316,undirected
142,166,undirected
162,166,undirected
152,219,undirected
217,310,undirected
176,182,undirected
50,144,undirected
47,150,undirected
152,255,undirected
81,118,undirected
118,255,undirected
143,174,undirected
179,260,undirected
166,276,undirected
272,283,undirected
69,73,undirected
292,311,undirected
144,292,undirected
233,248,undirected
40,144,undirected
47,109,undirected
125,162,undirected
253,293,undirected
144,297,undirected
258,276,undirected
197,245,undirected
56,65,undirected
2,4,undirected
146,311,undirected
227,230,undirected
225,261,undirected
146,293,undirected
125,179,undirected
299,307,undirected
186,192,undirected
146,307,undirected
109,119,undirected
246,263,undirected
203,248,undirected
166,183,undirected
97,104,undirected
162,182,undirected
118,301,undirected
47,112,undirected
271,281,undirected
167,302,undirected
213,246,undirected
176,232,undirected
250,263,undirected
68,80,undirected
166,201,undirected
221,252,undirected
147,307,undirected
72,147,undirected
229,262,undirected
174,299,undirected
182,225,undirected
213,263,undirected
146,168,undirected
296,297,undirected
125,255,undirected
284,311,undirected
153,248,undirected
57,69,undirected
101,174,undirected
172,255,undirected
194,221,undirected
131,152,undirected
162,292,undirected
221,237,undirected
112,217,undirected
91,92,undirected
217,255,undirected
275,288,undirected
147,172,undirected
62,144,undirected
131,293,undirected
92,150,undirected
182,250,undirected
68,109,undirected
126,176,undirected
89,174,undirected
184,261,undirected
83,86,undirected
146,174,undirected
221,298,undirected
261,299,undirected
248,253,undirected
152,212,undirected
161,174,undirected
67,248,undirected
183,197,undirected
176,248,undirected
177,293,undirected
182,248,undirected
162,273,undirected
147,311,undirected
138,201,undirected
310,311,undirected
54,83,undirected
176,212,undirected
92,95,undirected
70,112,undirected
112,219,undirected
95,299,undirected
109,161,undirected
161,261,undirected
172,217,undirected
288,297,undirected
221,306,undirected
182,274,undirected
83,166,undirected
54,58,undirected
134,136,undirected
94,219,undirected
144,172,undirected
65,246,undirected
109,159,undirected
174,202,undirected
67,78,undirected
118,204,undirected
299,321,undirected
217,284,undirected
123,219,undirected
